Candidate Id,Employee Id,First Name,Middle Name,Last Name,DegreePercentage,12th/DiplomaPercentage,SSCPercentage,University Name,Native State,Background(CS\NCS),Industrial Training,TrainingExam1Percentage,Exam1Grade,TrainingExam2Percentage,Exam2Grade,IntoProduction,Channel
C1050,E1050,Manjit,,Gupta,59.27,67.8,84.4,PUNEU,Maharashtra,CS,N,98,A,82,A,1,Campus Recruitment
C1051,,Prem,,Gupta,55,82.8,82.4,PUNEU,Maharashtra,CS,N,,,,,,Referral
C1052,E1052,Ankur,Mohan,Gupta,61.27,92.8,85.4,PUNEU,Maharashtra,CS,N,91,A,93,A,1,Referral
C1053,,Prakash,,Gupta,56,80.2,81.8,PUNEU,Maharashtra,CS,N,,,,,,Walk in Interviews
,,Abhimanyu,Kumar,Gupta,63.41,85.2,87.6,PUNEU,Maharashtra,,,,,,,,Online
,,Rahul,,Gupta,57.58,81.4,90.2,BOMU ,Maharashtra,,,,,,,,Campus Recruitment
C1056,,Pankaj,,Gupta,56.03,75,70,PUNEU,Maharashtra,CS,N,,,,,,Referral
C1057,,Bhupendra,,Gupta,56.81,66.2,76.6,PUNEU,Maharashtra,CS,N,,,,,,Campus Recruitment
C1058,E1058,Pranjal,,Gupta,57.83,86,83.2,PUNEU,Maharashtra,CS,N,93,A,89,A,1,Campus Recruitment
C1059,E1059,Surender,,Gupta,55.07,81,78,PUNEU,Maharashtra,CS,N,60,C,63,C,0,Campus Recruitment
C1060,E1060,Gautam,,Gupta,55.24,87,88,BOMU ,Maharashtra,CS,N,96,A,85,A,1,Referral
,,Deepak,,Gupta,55.04,82.3,81.2,PUNEU,Maharashtra,,,,,,,,Campus Recruitment
,,Shimona,,Gupta,65.7,83.4,89.8,PUNEU,Maharashtra,,,,,,,,Walk in Interviews
C1063,E1063,Mitalee,,Gupta,59.2,79,85.6,PUNEU,Maharashtra,CS,N,60,C,63,C,0,Walk in Interviews
C1064,E1064,Maalika,,Gupta,55.52,86.8,92.6,PUNEU,Maharashtra,CS,N,88,A,90,A,1,Walk in Interviews
,,Kailash,,Gupta,55.03,81,84,PUNEU,Maharashtra,,,,,,,,Campus Recruitment
C1066,E1066,Jyoti,,Gupta,56.3,86.8,80.4,PUNEU,Maharashtra,CS,N,91,A,89,A,1,Walk in Interviews
C1067,E1067,Sourav,,Gupta,55.19,76,86,PUNEU,Maharashtra,CS,N,60,C,63,C,0,Referral
C1068,E1068,Vineeth,,Gupta,56.02,72,82,PUNEU,Maharashtra,CS,N,60,C,63,C,0,Online
C1069,E1069,Abhinav,,Gupta,55,72,85,PUNEU,Maharashtra,CS,N,95,A,85,A,1,Campus Recruitment
C1070,E1070,Sanjay,Singh,Gupta,55.5,73,86,KERLU,Maharashtra,CS,N,94,A,77,B+,1,Online
,,Satyabrat,,Gupta,55,71,63.4,PUNEU,Maharashtra,,,,,,,,Referral
C1072,E1072,Umesh,,Gupta,58,82.2,71.8,PUNEU,Maharashtra,CS,N,93,A,87,A,1,Online
C1073,E1073,Pradeep,Kumar,Gupta,55.6,86.7,92,PUNEU,Maharashtra,CS,N,94,A,62,C,0,Referral
,,Raghuraj,,Gupta,55.16,71.81,86.4,NIOTC,Maharashtra,,,,,,,,Online
,,Lipika,,Gupta,59.3,79,84.2,PUNEU,Maharashtra,,,,,,,,Referral
,,Sonu,,Gupta,60.79,82.2,81.6,PUNEU,Maharashtra,,,,,,,,Online
C1077,,Sakshi,,Gurbani,55.4,90,86,PUNEU,Maharashtra,CS,N,,,,,,Online
,,A,Sunitha,Gurrala,69.41,88.67,89.8,VTU  ,Karnataka,,,,,,,,Referral
,,Preetham,,Gurram,74.37,83,86.24,VTU  ,Karnataka,,,,,,,,Campus Recruitment
,,Bharath,,Gurumurthy,62.54,76.83,86.24,VTU  ,Karnataka,,,,,,,,Referral
C1081,E1081,Suraj,,Guruprasad,64.47,81.4,92,VTU  ,Karnataka,CS,Y,81,A,73,B+,1,Campus Recruitment
C1082,,Akhilesh,,Gururajan,65.38,80.16,88.64,VTU  ,Karnataka,CS,Y,,,,,,Online
C1083,E1083,Rashmi,,Gurusamy,73.2,89,88.6,VTU  ,Karnataka,CS,Y,92,A,85,A,1,Walk in Interviews
C1084,,Deepak,Gopal,Guttapalli,74.28,91.16,88.32,VTU  ,Karnataka,CS,Y,,,,,,Referral
,,Roopesh,,H,70.98,85,89.2,VTU  ,Karnataka,,,,,,,,Campus Recruitment
,,Lee,George,H,8.1,92.8,94,KERLU,Kerala,,,,,,,,Referral
C1087,E1087,Sankar,Anand,H D,7.5,85,94.67,KERLU,Kerala,CS,N,83,A,80,A,1,Campus Recruitment
C1088,E1088,Anjolie,A,H Sannappa,76.96,85.6,90.4,KERLU,Kerala,CS,N,90,A,89,A,1,Online
C1089,,Deepthi,Raveendran,Haldodderi,76.03,95.1,95.3,KERLU,Kerala,CS,N,,,,,,Campus Recruitment
,,Viraj,Vijayakumaran,Halembar,72,90,91,KERLU,Kerala,,,,,,,,Referral
,,Jaimy,Jose,Hameed,67.4,81.2,92.8,KERLU,Kerala,,,,,,,,Referral
C1092,,Jinu,,Hamsa,76.6,87.2,87,KERLU,Kerala,CS,N,,,,,,Walk in Interviews
,,Anupama,Sasidharan,Hande,75.5,79.8,84.8,KERLU,Kerala,,,,,,,,Online
C1094,E1094,Soumya,Rose,Haneef,7.76,85.25,88.86,KERLU,Kerala,CS,N,90,A,99,A,1,Campus Recruitment
C1095,,Divya,Sarah,Hanif,80.16,87,96,KERLU,Kerala,CS,N,,,,,,Referral
C1096,E1096,Narayanan Unni,,Hans,74.24,82.4,89.2,KERLU,Kerala,CS,N,87,A,89,A,1,Campus Recruitment
C1097,E1097,Lekshmi,,Hanumante,82.28,79.2,90,KERLU,Kerala,CS,N,90,A,87,A,1,Campus Recruitment
,,Naga Rajesh Kumar,Yella Venkata,Hanumanthappa,6.96,82.6,84.2,KERLU,Kerala,,,,,,,,Campus Recruitment
C1099,E1099,Remyasri,,Hari,74.33,83,92.83,KERLU,Kerala,CS,N,60,C,63,C,0,Referral
C1100,E1100,Vishnu,Aravind,Hariharan,72.14,68,76,KERLU,Kerala,CS,N,89,A,81,A,1,Campus Recruitment
,,Sawmya,,Hariharan,7.48,83,86.8,KERLU,Kerala,,,,,,,,Walk in Interviews
,,Dhanya,,Hariharan,7.97,93.5,96,KERLU,Kerala,,,,,,,,Walk in Interviews
C1103,,Divya Malini,Ravikumaran,Hariharan,81.96,92.16,96.5,KERLU,Kerala,CS,N,,,,,,Walk in Interviews
C1104,E1104,Namrita,,Hariprasad,81.45,84.6,96,VTU  ,Kerala,CS,N,87,A,88,A,1,Campus Recruitment
C1105,E1105,Shilpa,Maria,Harish,6.6,73.3,91.7,KERLU,Kerala,CS,N,87,A,82,A,1,Walk in Interviews
C1106,,Neha,,Harish,58.93,77.2,90.6,KERLU,Maharashtra,CS,Y,,,,,,Referral
,,Srikanth,Gupta,Harish,81.35,70,73,OSMU ,Andhra Pradesh,,,,,,,,Online
C1108,E1108,Venkatesh,,Haritwal,69.39,77.73,73.4,AU   ,Andhra Pradesh,NCS,N,60,C,63,C,0,Online
C1109,E1109,Manish,Ramshankar,Harpanahalli,73.08,83.17,85.46,BOMU ,Maharashtra,CS,Y,87,A,81,A,1,Online
C1110,E1110,Abhishek,Prakash,Hasija,65.71,91.33,82.4,BOMU ,Maharashtra,CS,N,60,C,63,C,0,Referral
C1111,,Rohit,Mukund,Hassan,62.65,81,91.73,BOMU ,Maharashtra,CS,N,,,,,,Online
C1112,,Rohan,Abhay,Hatle,58.24,79.67,85.33,BOMU ,Maharashtra,CS,N,,,,,,Referral
C1113,E1113,Anup,Shashikant,Hattikar,62.31,90.67,87.46,BOMU ,Maharashtra,CS,N,89,A,88,A,1,Campus Recruitment
C1114,,Shruti,Mrugesh,HD,69.4,85,83,OSMU ,Maharashtra,CS,N,,,,,,Walk in Interviews
,,Ashutosh,Hitesh,Hebbal,67.11,89.67,86.26,BOMU ,Maharashtra,,,,,,,,Online
C1116,,Harish,,Hegde,64.8,81.16,81.86,BOMU ,Maharashtra,CS,N,,,,,,Campus Recruitment
,,Minnu,,Hegde,70.49,92,95.6,CALUN,Kerala,,,,,,,,Referral
C1118,E1118,Kavya,Chandrachoodan,Herur,69.19,83,85.33,SGJUS,Kerala,CS,N,87,A,85,A,1,Campus Recruitment
C1119,,Deepthi,Narayanan,Hindi,64.52,91.67,83.8,DAICT,Kerala,CS,N,,,,,,Campus Recruitment
C1120,E1120,Jimmy,,Hiremath,73.9,81.6,82.4,CALUN,Kerala,CS,N,88,A,81,A,1,Campus Recruitment
,,Devika,,Hirve,70.12,81.4,87.6,CALUN,Kerala,,,,,,,,Referral
,,Krishna,Kumar,Hokrani,67.92,89.83,80.6,CALT ,Kerala,,,,,,,,Campus Recruitment
C1123,E1123,Garlin,,Hombegowda,68.49,85.67,91.67,DAICT,Kerala,CS,N,86,A,85,A,1,Walk in Interviews
C1124,,Vivek,,Honnangi,72.77,85.4,78,CALUN,Kerala,CS,N,,,,,,Walk in Interviews
,,Anjali,Thombrakudy,Humayun,76.55,93.33,92,CALUN,Kerala,,,,,,,,Walk in Interviews
C1126,E1126,Lakshmi,Vallikkatil,Hussain,71.32,83,94,DAICT,Kerala,CS,N,84,A,82,A,1,Campus Recruitment
C1127,,Prerna,,I C,60.6,79,81.6,PUNJU,Punjab,NCS,N,,,,,,Walk in Interviews
C1128,E1128,Ruchika,,Ilaiaraja,9.5,76.8,87,TP University,Punjab,CS,N,90,A,86,A,1,Referral
C1129,,Manvin,,Illanad,72.9,73.8,75.6,PUNJU,Punjab,NCS,N,,,,,,Online
,,Ishan,,Indela,8.46,84,84.17,TP University,Punjab,,,,,,,,Online
C1131,E1131,Jaspreet,,Indikar,69.25,79.55,82.15,GNDU ,Punjab,NCS,N,81,A,69,B,1,Online
C1132,E1132,Sidharath,,Indira,7.85,81.5,89.2,TP University,Punjab,CS,N,95,A,65,B,1,Referral
C1133,,Madhurima,,Injarapu,8.75,84.2,91.16,TP University,Punjab,CS,N,,,,,,Online
C1134,E1134,Jas Kanwaldeep,Singh,Injirapu,8.94,70.89,79.83,TP University,Punjab,CS,N,93,A,81,A,1,Referral
C1135,E1135,Sumit,Singh,Irudayaraj,6.72,74.2,82,TP University,Punjab,CS,N,80,A,82,A,1,Online
,,Abhishek,,Issac,7.3,84,90.7,TP University,Punjab,,,,,,,,Referral
C1137,,Nitin,,Issac,6.8,69.4,82,PEC,Chandigarh,CS,N,,,,,,Online
C1138,E1138,Sunny,,Itagi,9.4,86.6,87.8,PEC Deemed-University,Chandigarh,CS,N,94,A,96,A,1,Online
C1139,E1139,Harleen,Kaur,Itagi,82.4,79.7,84.4,PTU  ,Chandigarh,CS,N,60,C,63,C,0,Referral
C1140,E1140,Ankit,,Ittiachan,7.2,75.2,78.2,PEC - Deemed University,Chandigarh,CS,N,81,A,74,B+,1,Campus Recruitment
C1141,E1141,Priyanka,,Ivaturi,76,62,75,PTU  ,Chandigarh,CS,N,70,B,0,C,0,Referral
C1142,E1142,Prashant,,Iyengar,6.2,61.4,79.2,P.E.C (D.U),Chandigarh,CS,N,67,B,72,B,1,Campus Recruitment
C1143,E1143,Vishal,Shivajirao,Iyer,61.1,69,80.26,PUNEU,Maharashtra,NCS,N,85,A,70,B,1,Campus Recruitment
,,Prasad,Uttam,Iyer,56.65,85.5,82.53,PUNEU,Maharashtra,,,,,,,,Walk in Interviews
,,Sneha,Shri Krishna,Iyer,82.66,78.17,86,PUNEU,Maharashtra,,,,,,,,Referral
,,Pallavi,,Iyer,73.5,64,71,CCH  ,Kerala,,,,,,,,Campus Recruitment
C1147,E1147,Sudarshan,Sujitkumar,J,55.12,88.5,81.6,BPUOT,Maharashtra,CS,N,85,A,91,A,1,Referral
C1148,E1148,Amrita,,J,8.31,87.2,89.8,WBUOT,Rajasthan,CS,N,83,A,69,B,1,Campus Recruitment
,,Riti,,J,6.52,80.8,87,Deemed University,Rajasthan,,,,,,,,Online
C1150,E1150,Aanchal,,J,8.08,84.6,88.6,WBUOT,Rajasthan,CS,N,96,A,93,A,1,Campus Recruitment
C1151,E1151,Sumeet,Rajan,J,7.7,86.46,88.86,TP University,Gujarat,CS,N,94,A,98,A,1,Referral
,,Aditya,,J G,66.61,90,84.83,NAGU ,Andhra Pradesh,,,,,,,,Referral
C1153,E1153,Sunil,Kumar,Jacob,63.24,84.8,81.8,PUNJI,Andhra Pradesh,CS,N,91,A,83,A,1,Walk in Interviews
C1154,E1154,Phalguni,,Jacob,71.52,71.8,75.2,VBU  ,Andhra Pradesh,NCS,N,84,A,72,B,1,Online
C1155,,Ryga,,Jacob,63.47,83.6,94.8,CALT ,Kerala,CS,Y,,,,,,Campus Recruitment
C1156,E1156,Kiran,Subrahmanya,Jacob,81,94.9,88.4,JNTU ,Andhra Pradesh,NCS,N,60,C,63,C,0,Referral
,,Kanwarnihal,Singh,Jacob,7.21,77.6,78.4,TP University,Punjab,,,,,,,,Campus Recruitment
C1158,E1158,Rajat,,Jacob,7.14,79.8,77.4,TP University,Punjab,NCS,N,92,A,81,A,1,Campus Recruitment
C1159,,Varun,,Jadeja,8.1,76,88.83,TP University,Punjab,NCS,N,,,,,,Campus Recruitment
C1160,E1160,Ravish,,Jadhav,6.83,84.8,88.4,TP University,Punjab,NCS,N,89,A,76,B+,1,Referral
,,Avan,,Jadhav,6.89,71.33,82.3,TP University,Punjab,,,,,,,,Campus Recruitment
,,Jatinder,,Jagadeesan,7.04,69.77,87.5,TP University,Punjab,,,,,,,,Walk in Interviews
C1163,E1163,Darshdeep,Singh,Jagadeesh,70.4,64.44,81.4,TP University,Punjab,NCS,N,91,A,75,B+,1,Walk in Interviews
,,Madhav,,Jagadessan,7.79,73.2,7.17,TP University,Punjab,,,,,,,,Walk in Interviews
C1165,E1165,Varun,Kumar,Jagannath,8.23,77.1,91.3,TP University,Punjab,NCS,N,97,A,0,C,0,Campus Recruitment
C1166,E1166,Akhil,,Jagannath,8.74,88.8,87.4,TP University,Punjab,NCS,N,84,A,80,A,1,Walk in Interviews
C1167,,Harish,,Jagdev,7.96,70,84.4,TP University,Punjab,NCS,N,,,,,,Referral
,,Ankur,,Jaggi,8.06,76.2,88.15,TP University,Punjab,,,,,,,,Online
C1169,E1169,Japneet,Kaur,Jagirdar,8.98,91.4,80.6,TP University,Punjab,NCS,N,60,C,63,C,0,Online
C1170,E1170,Gurupdesh,Singh,Jagnani,7.51,72.4,83,TP University,Punjab,NCS,N,95,A,98,A,1,Online
,,Deepshikha,,Jaidev,7.1,72,80.8,TP University,Punjab,,,,,,,,Referral
,,Sakshi,,Jaikumar,8.19,72,82.7,TP University,Punjab,,,,,,,,Online
,,Sunil,Kamal,Jain,6.68,76.1,85.2,TP University,Punjab,,,,,,,,Referral
,,Neha,,Jain,9.49,82.6,89.8,TP University,Punjab,,,,,,,,Online
C1175,,Bharat,,Jain,8.29,88.8,84.4,TP University,Punjab,NCS,N,,,,,,Referral
,,Kidar,Nath,Jain,7.73,79.2,86.6,TP University,Punjab,,,,,,,,Online
,,Navneet,Kaur,Jain,72.2,66.2,67.2,PTU  ,Punjab,,,,,,,,Online
C1178,E1178,Rahul,,Jain,6.91,63.8,78.2,TP University,Punjab,NCS,N,99,A,89,A,1,Referral
C1179,,Varun,,Jain,8.71,75.1,81.6,TP University,Punjab,NCS,N,,,,,,Campus Recruitment
C1180,,Prince,,Jain,6.66,74.22,87.02,TP University,Punjab,NCS,N,,,,,,Referral
,,Shilpa,,Jain,9.78,86.2,87.5,TP University,Punjab,,,,,,,,Campus Recruitment
,,Neha,,Jain,8.26,62,81,PUNJU,Punjab,,,,,,,,Online
C1183,,Ramit,,Jain,8.18,70.11,83.88,TP University,Punjab,NCS,N,,,,,,Walk in Interviews
,,Projjal,,Jain,65.9,72.33,85.8,VTU  ,Karnataka,,,,,,,,Referral
C1185,E1185,Deepti,,Jain,87.95,94.4,94.4,VTU  ,Karnataka,NCS,N,96,A,95,A,1,Campus Recruitment
C1186,E1186,Marie,Joyce,Jain,75.69,96.83,78.72,VTU  ,Karnataka,NCS,N,94,A,83,A,1,Referral
C1187,E1187,Jayasheelan,K,Jain,78.33,88.83,81.44,VTU  ,Karnataka,NCS,N,99,A,91,A,1,Campus Recruitment
C1188,E1188,Pavan,P B,Jain,76.45,90.33,93.6,VTU  ,Karnataka,NCS,N,84,A,76,B+,1,Online
C1189,E1189,Mitul,,Jain,61.92,74,74,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Campus Recruitment
C1190,E1190,Abhilasha,,Jain,71.9,90.33,90.33,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Referral
C1191,,Avinash,Kumar,Jain,70.98,73.2,81.4,VTU  ,Karnataka,NCS,N,,,,,,Referral
,,Suganthi,,Jain,75.5,94.9,86.36,BHDS ,Tamil Nadu,,,,,,,,Walk in Interviews
,,Sharanya,Repakula,Jain,88.28,89.16,86.6,VTU  ,Karnataka,,,,,,,,Online
,,Harsha,,Jain,74.16,92.66,94.88,VTU  ,Karnataka,,,,,,,,Campus Recruitment
,,Sushilvas,V,Jain,78.97,90,91.8,VTU  ,Karnataka,,,,,,,,Referral
,,Anirudh,Srinivas,Jain,61.62,86.33,77.16,ANU  ,Karnataka,,,,,,,,Campus Recruitment
,,Deepak,Ravi,Jain,71.97,89.66,91.36,VTU  ,Karnataka,,,,,,,,Campus Recruitment
,,Pooja,,Jain,63.98,81.67,92.16,VNITN,Karnataka,,,,,,,,Campus Recruitment
,,Pawan,,Jain,64.89,70.8,81.6,VTU  ,Karnataka,,,,,,,,Referral
C1200,,Anuja,,Jain,70.63,78,79,ANU  ,Karnataka,NCS,N,,,,,,Campus Recruitment
C1201,E1201,Ashwin,,Jain,69.3,91,89.86,VTU  ,Karnataka,NCS,N,91,A,92,A,1,Walk in Interviews
C1202,E1202,Shavina,Shankar,Jain,67.3,84.6,92.4,VTU  ,Karnataka,NCS,N,94,A,91,A,1,Walk in Interviews
C1203,E1203,Neela,Sharuni,Jain,82.11,90.66,89.6,ANU  ,Karnataka,NCS,N,91,A,86,A,1,Walk in Interviews
C1204,E1204,Rakesh,,Jain,79.05,90.5,86.4,VTU  ,Karnataka,NCS,N,87,A,87,A,1,Campus Recruitment
,,Srikeerthi,,Jain,70.24,86.3,91.68,VTU  ,Karnataka,,,,,,,,Walk in Interviews
C1206,E1206,Ganesh,Prasad,Jain,76.55,86.5,94.56,VTU  ,Karnataka,NCS,N,70,B,80,A,1,Referral
C1207,E1207,Palat,,Jain,73.64,90.66,85.83,ANU  ,Karnataka,NCS,N,89,A,77,B+,1,Online
C1208,,Anoop,Ashok,Jain,72.8,88.8,91.3,VTU  ,Karnataka,NCS,N,,,,,,Online
,,Pradeep BH,,Jain,64.84,91.33,90.56,VTU  ,Karnataka,,,,,,,,Online
C1210,,Rekha,Madiraju,Jain,61.88,83.66,90.08,VTU  ,Karnataka,NCS,N,,,,,,Referral
C1211,,Rahul,,Jain,69.95,85.8,81.67,VTU  ,Karnataka,NCS,N,,,,,,Online
C1212,E1212,Nikhil,,Jain,80.75,86.4,86.66,VTU  ,Karnataka,NCS,N,94,A,89,A,1,Referral
C1213,,Jyothi,Ramachandra,Jain,75.57,90.83,97.12,VTU  ,Karnataka,NCS,N,,,,,,Online
,,Ashton,Richard,Jain,76.35,93.16,88.5,VTU  ,Karnataka,,,,,,,,Referral
,,Noel,,Jain,75.64,90.66,84.96,VTU  ,Karnataka,,,,,,,,Online
C1216,E1216,Nisha,,Jain,82,89.33,94.67,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Online
,,Bhuvanesh,Kumar,Jain,75,86,80,ANU  ,Tamil Nadu,,,,,,,,Referral
,,K,,Jain,76.46,86.5,84.4,ANU  ,Tamil Nadu,,,,,,,,Campus Recruitment
C1219,,Gowri,B,Jain,82.91,95,96.32,VTU  ,Karnataka,NCS,N,,,,,,Referral
C1220,E1220,Anurag,,Jain,72.96,86.2,89.2,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Campus Recruitment
C1221,,Ankur,Harish,Jain,75.56,79.8,91.2,VTU  ,Karnataka,NCS,N,,,,,,Online
C1222,E1222,Vikas,Dandiganahalli,Jaiswal,61.1,83.83,86.24,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Walk in Interviews
,,Anusha,,Jaiswal,75.95,92,86.16,VTU  ,Karnataka,,,,,,,,Referral
C1224,E1224,Shafali,,Jaiswal,74.85,85.2,90.2,VTU  ,Karnataka,NCS,N,92,A,86,A,1,Campus Recruitment
C1225,E1225,Ankita,,Jaiswal,68.2,69.4,71.2,UPTEU,Uttar Pradesh,NCS,N,80,A,86,A,1,Referral
C1226,E1226,Tanuj,,Jaiswal,66.77,73.27,76.17,UPTEU,Uttar Pradesh,NCS,N,75,B+,65,B,1,Campus Recruitment
C1227,E1227,Ankit,,Jaju,66.36,70.1,61,UPTEU,Uttar Pradesh,NCS,N,91,A,65,B,1,Online
,,Poonam,,Jalal,67.46,68.8,75.2,UPTEU,Uttar Pradesh,,,,,,,,Campus Recruitment
C1229,,Anshuman,,Jaluka,70.02,76.6,63.33,UPTEU,Uttar Pradesh,NCS,N,,,,,,Referral
,,Mani,,Jamdade,68.9,89,91.67,UPTEU,Uttar Pradesh,,,,,,,,Referral
C1231,,Nakul,,James,63.1,78.2,86.4,UPTEU,Uttar Pradesh,NCS,N,,,,,,Walk in Interviews
,,Ravi,Mohan,Jammula,65.08,77,72.32,UPTEU,Uttar Pradesh,,,,,,,,Online
C1233,,Arpit,,Jampala,67,66,73,UPTEU,Uttar Pradesh,NCS,N,,,,,,Campus Recruitment
C1234,,Nivedita,,Jana,73.94,76.8,70.3,UPTEU,Uttar Pradesh,NCS,N,,,,,,Referral
,,Pankaj,Kumar,Janardhanan,69.62,74,68.66,UPTEU,Uttar Pradesh,,,,,,,,Campus Recruitment
C1236,E1236,Vikash,,Janaswamy,76.2,74,74.17,UPTEU,Uttar Pradesh,NCS,N,89,A,75,B+,1,Campus Recruitment
C1237,E1237,Rahul,,Jangale,72.24,71.6,84.4,UPTEU,Uttar Pradesh,NCS,N,76,B+,82,A,1,Campus Recruitment
C1238,,Prashant,Kumar,Jangid,64.84,79.2,83.8,UPTEU,Uttar Pradesh,NCS,N,,,,,,Referral
C1239,,Alekh,,Jassal,64.2,72,76,UPTEU,Uttar Pradesh,NCS,N,,,,,,Campus Recruitment
,,Ashutosh,,Jasuja,71.2,81.4,81.6,UPTEU,Uttar Pradesh,,,,,,,,Walk in Interviews
C1241,E1241,Rahul,,Jatana,67.88,70,63.3,UPTEU,Uttar Pradesh,NCS,N,73,B+,73,B+,1,Walk in Interviews
C1242,E1242,Manisha,,Jatavalabha,75.46,79.6,76.66,UPTEU,Uttar Pradesh,NCS,N,83,A,73,B+,1,Walk in Interviews
C1243,E1243,Ashutosh,,Jatti,70.12,81.8,81.4,UPTEU,Uttar Pradesh,NCS,N,60,C,63,C,0,Campus Recruitment
C1244,E1244,Gautham,Prasanna,Jauhari,79.15,92.66,93.44,VTU  ,Karnataka,NCS,N,83,A,81,A,1,Walk in Interviews
C1245,E1245,Shree,Harsha,Jaya Prakash,60.63,96.4,78,VTU  ,Karnataka,NCS,N,74,B+,84,A,1,Referral
C1246,E1246,Abdul,Sami,Jayakumar,70.56,76.83,73.44,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Online
C1247,E1247,Sneha,,Jayakumar,77.12,89.66,86.33,VTU  ,Karnataka,NCS,N,94,A,89,A,1,Online
C1248,E1248,Subramanya,Kumar,Jayakumar,73.08,81,83.52,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Online
C1249,E1249,Rashmi,,Jayanthi,67.5,75.16,84.8,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Referral
C1250,,Sushma,,Jayapal,64,86.7,89,VTU  ,Karnataka,NCS,N,,,,,,Online
,,Balagopal,Chemprol,Jayapaul,60.75,71,67.2,VTU  ,Karnataka,,,,,,,,Referral
,,Hardish,Bharat,Jayaprakash,6.81,82,78,NU University,Gujarat,,,,,,,,Referral
C1253,E1253,Preyash,Bhavsinghbhai,Jayaprakash,6.92,70.85,79.57,NU University,Gujarat,NCS,N,76,B+,75,B+,1,Walk in Interviews
C1254,E1254,Jaydeep,Vinodray,Jayaraj,79.6,71.08,87.57,NU University,Gujarat,NCS,N,60,C,63,C,0,Online
C1255,,Vinaykumar,Mahendrabhai,Jayaram,7.75,73.5,85.29,GUJU ,Gujarat,NCS,N,,,,,,Campus Recruitment
C1256,E1256,Shlok,Pankaj,Jayaram,7.08,80.6,73.6,NU University,Gujarat,NCS,N,96,A,68,B,1,Referral
C1257,E1257,Sheel,Ashokbhai,Jayaraman,7.78,79.63,85.71,GUJU ,Gujarat,NCS,N,87,A,86,A,1,Campus Recruitment
C1258,,Priya,Ramakant,Jebakumar,8.29,72.88,82.29,NU University,Gujarat,NCS,N,,,,,,Campus Recruitment
,,Parth,Vrajlal,Jebamani,7.44,76.5,87.57,NU University,Gujarat,,,,,,,,Campus Recruitment
,,Virang,Jayendrabhai,Jebaraj,7.6,77.23,87.29,NU University,Gujarat,,,,,,,,Referral
,,Dhairya,Pankaj,Jeeva Rathinam,7.28,67.54,77.29,NU University,Gujarat,,,,,,,,Campus Recruitment
C1262,E1262,Milauni,Shailesh Kumar,Jeewani,75.3,83.13,89.29,NU University,Gujarat,NCS,N,60,C,63,C,0,Walk in Interviews
,,Pulkit,,Jella,7.03,67.8,80.6,NU University,Gujarat,,,,,,,,Walk in Interviews
,,Jigar,Piyush Bhai,Jembukeswaran,64.88,84.5,86.43,GUJU ,Gujarat,,,,,,,,Walk in Interviews
C1265,E1265,Shruti,,Jena,6.45,81.4,92,NU University,Gujarat,NCS,N,60,C,63,C,0,Campus Recruitment
C1266,E1266,Ravikumar,Vineshbhai,Jesudoss Arokiam,7.85,79.62,86.57,NU University,Gujarat,NCS,N,97,A,96,A,1,Walk in Interviews
,,Manthan,Urmilkumar,Jesur,7.5,80,88.86,NU University,Gujarat,,,,,,,,Referral
,,Ankit,Sureshbhai,Jethawa,7.25,77.23,85.7,NU University,Gujarat,,,,,,,,Online
,,Mehulmani,Raghvendramani,Jeyakumar,8.27,77,92,NU University,Gujarat,,,,,,,,Online
C1270,E1270,Naveen,,Jeyarajan,68.6,78.66,80.96,VTU  ,Karnataka,NCS,N,82,A,0,C,0,Online
C1271,E1271,Sreeroop,Krishna Murthy,Jeyasingh,66.12,82.5,88,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Referral
C1272,E1272,Umesh,Shivakumar,Jha,61.25,68,80,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Online
C1273,E1273,Anil,C,Jha,60.4,81.33,83.36,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Referral
C1274,,Lavanya,,Jha,60.88,76,65.92,VTU  ,Karnataka,NCS,N,,,,,,Online
C1275,E1275,Ravi,Gopal,Jha,65.88,85.33,73.76,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Referral
C1276,E1276,Vinodraj,,Jha,67.6,74,80,VTU  ,Karnataka,NCS,N,89,A,90,A,1,Online
,,Anupama,Devi,Jha,62.94,71.33,69.6,VTU  ,Karnataka,,,,,,,,Online
,,Supreet,Sanjeev,Jha,78.3,91.3,88.8,VTU  ,Karnataka,,,,,,,,Referral
,,Mithila,Ravi,Jha,65.56,82,0,VTU  ,Karnataka,,,,,,,,Campus Recruitment
C1280,E1280,Venkatesh,,Jha,65.06,78.66,71.52,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Referral
C1281,E1281,Rama,,Jha,66,66,81,VTU  ,Karnataka,NCS,N,88,A,77,B+,1,Campus Recruitment
